damage_type,damage_severity,incident_clarity,incident_type,user_at_fault,is_gradual_wear,has_police_report,emotional_tone,device_functional,third_party_involved,row_idx
screen_shatter,severe,moderate,drop,True,False,not_applicable,matter_of_fact,partial,False,798
screen_shatter,severe,moderate,drop,True,False,not_applicable,matter_of_fact,partial,False,799
screen_shatter,moderate,detailed,drop,True,False,not_applicable,matter_of_fact,partial,False,800
screen_crack,moderate,vague,drop,True,False,not_applicable,matter_of_fact,partial,False,801
other,moderate,vague,drop,True,False,False,matter_of_fact,partial,False,802
screen_crack,moderate,detailed,drop,True,False,not_applicable,matter_of_fact,partial,False,803
screen_shatter,moderate,detailed,drop,False,False,not_applicable,matter_of_fact,partial,True,804
screen_crack,moderate,detailed,drop,True,False,not_applicable,matter_of_fact,partial,False,805
screen_shatter,moderate,vague,drop,True,False,not_applicable,matter_of_fact,partial,False,806
multiple_damage,moderate,detailed,drop,True,False,not_applicable,matter_of_fact,partial,True,807
multiple_damage,moderate,moderate,drop,True,False,not_applicable,matter_of_fact,partial,False,808
screen_crack,moderate,detailed,drop,True,False,not_applicable,matter_of_fact,partial,False,809
screen_shatter,severe,detailed,impact,True,False,not_applicable,matter_of_fact,False,False,810
multiple_damage,moderate,moderate,drop,True,False,not_applicable,matter_of_fact,partial,False,811
screen_shatter,severe,detailed,drop,True,False,not_applicable,matter_of_fact,partial,False,812
screen_crack,moderate,vague,drop,True,False,not_applicable,frustrated,partial,False,813
cosmetic_scratch,minor,moderate,other,False,False,not_applicable,frustrated,True,True,814
multiple_damage,severe,detailed,drop,True,False,not_applicable,matter_of_fact,partial,False,815
screen_damage,moderate,detailed,drop,True,False,not_applicable,matter_of_fact,partial,False,816
multiple_damage,moderate,detailed,drop,True,False,not_applicable,matter_of_fact,partial,False,817
multiple_damage,moderate,moderate,drop,True,False,not_applicable,matter_of_fact,partial,False,818
multiple_damage,moderate,vague,drop,True,False,not_applicable,matter_of_fact,partial,False,819
multiple_damage,severe,moderate,impact,True,False,not_applicable,matter_of_fact,False,False,820
screen_crack,moderate,moderate,drop,True,False,not_applicable,matter_of_fact,partial,False,821
multiple_damage,moderate,moderate,drop,True,False,not_applicable,matter_of_fact,partial,False,822
theft,severe,vague,theft,False,False,not_applicable,neutral,False,True,823
multiple_damage,moderate,moderate,drop,True,False,not_applicable,matter_of_fact,partial,False,824
screen_crack,minor,moderate,drop,True,False,not_applicable,neutral,partial,False,825
screen_damage,severe,detailed,drop,True,True,False,matter_of_fact,partial,False,826
screen_crack,moderate,moderate,drop,True,False,not_applicable,matter_of_fact,partial,False,827
screen_shatter,severe,moderate,drop,True,False,False,matter_of_fact,partial,False,828
multiple_damage,severe,vague,drop,True,False,not_applicable,matter_of_fact,partial,False,829
multiple_damage,moderate,detailed,drop,True,False,not_applicable,matter_of_fact,partial,False,830
screen_crack,moderate,moderate,impact,True,False,not_applicable,matter_of_fact,partial,True,831
total_loss,severe,detailed,drop,True,False,not_applicable,matter_of_fact,False,False,832
screen_crack,moderate,vague,unknown_cause,False,False,not_applicable,frustrated,partial,False,833
theft,severe,moderate,theft,False,False,not_applicable,matter_of_fact,False,True,834
multiple_damage,moderate,detailed,drop,True,False,not_applicable,matter_of_fact,partial,False,835
screen_shatter,severe,moderate,water,True,False,not_applicable,matter_of_fact,partial,False,836
screen_crack,minor,detailed,drop,True,False,not_applicable,matter_of_fact,partial,False,837
multiple_damage,moderate,vague,unknown_cause,False,True,not_applicable,frustrated,partial,False,838
multiple_damage,moderate,detailed,drop,True,False,not_applicable,matter_of_fact,partial,False,839
screen_crack,moderate,moderate,drop,True,False,not_applicable,matter_of_fact,partial,False,840
screen_crack,moderate,moderate,drop,True,False,not_applicable,matter_of_fact,partial,False,841
other,moderate,detailed,drop,False,False,not_applicable,matter_of_fact,partial,True,842
screen_crack,moderate,detailed,drop,True,False,not_applicable,matter_of_fact,partial,False,843
multiple_damage,severe,moderate,drop,True,False,not_applicable,matter_of_fact,partial,False,844
camera_damage,moderate,vague,drop,True,False,not_applicable,matter_of_fact,partial,False,845
screen_crack,moderate,moderate,drop,True,False,not_applicable,matter_of_fact,partial,False,846
screen_crack,moderate,moderate,unknown_cause,True,False,not_applicable,matter_of_fact,partial,False,847
multiple_damage,moderate,moderate,drop,True,False,not_applicable,matter_of_fact,partial,False,848
multiple_damage,moderate,moderate,drop,True,False,not_applicable,frustrated,partial,False,849
other,moderate,vague,drop,True,False,not_applicable,matter_of_fact,partial,False,850
multiple_damage,moderate,moderate,drop,True,False,not_applicable,matter_of_fact,partial,False,851
multiple_damage,moderate,detailed,drop,True,False,not_applicable,matter_of_fact,partial,True,852
multiple_damage,moderate,moderate,drop,True,False,not_applicable,matter_of_fact,partial,False,853
multiple_damage,moderate,detailed,drop,True,False,not_applicable,matter_of_fact,partial,False,854
software_issue,moderate,vague,other,False,False,not_applicable,frustrated,partial,True,855
multiple_damage,moderate,moderate,drop,True,False,not_applicable,neutral,partial,False,856
screen_shatter,severe,detailed,drop,True,False,not_applicable,matter_of_fact,False,True,857
screen_crack,moderate,detailed,drop,True,False,not_applicable,matter_of_fact,partial,False,858
multiple_damage,severe,detailed,crush,True,False,not_applicable,matter_of_fact,False,False,859
screen_damage,moderate,vague,impact,True,False,False,matter_of_fact,partial,False,860
screen_crack,moderate,moderate,drop,True,False,not_applicable,matter_of_fact,partial,False,861
multiple_damage,moderate,detailed,drop,True,False,not_applicable,apologetic,partial,False,862
screen_shatter,severe,moderate,impact,True,False,not_applicable,matter_of_fact,False,False,863
theft,severe,moderate,theft,False,False,True,matter_of_fact,False,True,864
screen_crack,moderate,detailed,drop,True,False,not_applicable,frustrated,partial,False,865
screen_shatter,severe,moderate,drop,True,False,not_applicable,matter_of_fact,partial,False,866
other,moderate,moderate,drop,True,False,not_applicable,matter_of_fact,partial,False,867
screen_shatter,severe,moderate,drop,True,False,not_applicable,matter_of_fact,False,False,868
other,moderate,vague,unknown_cause,False,False,not_applicable,neutral,False,False,869
screen_crack,moderate,detailed,drop,True,False,not_applicable,matter_of_fact,partial,False,870
multiple_damage,moderate,moderate,unknown_cause,True,False,not_applicable,matter_of_fact,partial,False,871
camera_damage,minor,moderate,drop,True,False,not_applicable,matter_of_fact,partial,False,872
screen_crack,moderate,detailed,drop,True,False,not_applicable,matter_of_fact,partial,False,873
screen_crack,moderate,moderate,drop,True,False,not_applicable,matter_of_fact,partial,False,874
screen_crack,moderate,vague,drop,True,False,not_applicable,frustrated,partial,False,875
screen_crack,minor,moderate,drop,True,False,not_applicable,matter_of_fact,partial,False,876
screen_crack,moderate,detailed,drop,True,False,not_applicable,matter_of_fact,partial,False,877
multiple_damage,severe,moderate,drop,True,False,not_applicable,matter_of_fact,False,True,878
multiple_damage,moderate,vague,unknown_cause,True,False,not_applicable,frustrated,partial,False,879
screen_crack,minor,detailed,drop,True,False,not_applicable,matter_of_fact,partial,False,880
screen_crack,severe,moderate,drop,True,False,not_applicable,matter_of_fact,False,False,881
multiple_damage,severe,detailed,drop,True,False,not_applicable,matter_of_fact,False,False,882
other,unknown,vague,drop,True,False,not_applicable,matter_of_fact,False,False,883
screen_crack,moderate,moderate,unknown_cause,True,False,not_applicable,neutral,partial,False,884
software_issue,moderate,moderate,unknown_cause,False,True,not_applicable,matter_of_fact,partial,False,885
theft,severe,vague,theft,False,False,not_applicable,distressed,False,True,886
multiple_damage,moderate,moderate,drop,True,False,not_applicable,matter_of_fact,partial,False,887
screen_crack,minor,moderate,impact,True,False,not_applicable,apologetic,partial,False,888
multiple_damage,severe,detailed,drop,True,False,not_applicable,matter_of_fact,False,False,889
multiple_damage,moderate,detailed,drop,True,False,not_applicable,matter_of_fact,partial,False,890
screen_crack,moderate,moderate,drop,True,False,not_applicable,matter_of_fact,partial,False,891
screen_crack,moderate,detailed,drop,True,False,not_applicable,matter_of_fact,partial,False,892
multiple_damage,moderate,moderate,drop,True,False,not_applicable,matter_of_fact,partial,False,893
multiple_damage,moderate,moderate,drop,True,False,not_applicable,matter_of_fact,partial,False,894
screen_crack,minor,detailed,drop,True,False,not_applicable,matter_of_fact,partial,False,895
multiple_damage,severe,vague,drop,True,False,not_applicable,frustrated,False,False,896
screen_crack,minor,moderate,drop,True,False,not_applicable,matter_of_fact,partial,False,897
other,severe,vague,unknown_cause,True,False,not_applicable,matter_of_fact,False,False,898
multiple_damage,moderate,moderate,drop,True,False,not_applicable,matter_of_fact,partial,False,899
screen_damage,moderate,moderate,drop,True,False,not_applicable,distressed,partial,False,900
screen_crack,moderate,moderate,drop,True,False,not_applicable,matter_of_fact,partial,False,901
multiple_damage,moderate,moderate,drop,True,False,not_applicable,matter_of_fact,partial,False,902
other,moderate,detailed,drop,True,False,not_applicable,matter_of_fact,partial,False,903
screen_crack,moderate,moderate,drop,True,False,not_applicable,matter_of_fact,partial,False,904
screen_crack,moderate,moderate,impact,True,False,not_applicable,matter_of_fact,partial,False,905
screen_crack,moderate,moderate,drop,True,False,not_applicable,matter_of_fact,partial,False,906
screen_shatter,severe,moderate,drop,True,False,False,matter_of_fact,False,False,907
screen_crack,moderate,vague,impact,True,False,not_applicable,matter_of_fact,partial,False,908
cosmetic_scratch,minor,vague,gradual_wear,False,True,not_applicable,frustrated,True,False,909
multiple_damage,severe,vague,drop,True,False,not_applicable,matter_of_fact,False,False,910
screen_crack,minor,moderate,unknown_cause,False,True,not_applicable,matter_of_fact,partial,False,911
multiple_damage,severe,vague,drop,True,False,not_applicable,matter_of_fact,False,False,912
multiple_damage,severe,moderate,crush,True,False,not_applicable,matter_of_fact,partial,False,913
screen_damage,moderate,moderate,drop,True,False,not_applicable,matter_of_fact,partial,False,914
other,unknown,moderate,drop,True,False,not_applicable,matter_of_fact,unknown,False,915
screen_damage,severe,detailed,impact,False,False,not_applicable,matter_of_fact,partial,True,916
screen_shatter,severe,detailed,drop,True,False,False,matter_of_fact,False,False,917
screen_crack,moderate,detailed,drop,True,False,not_applicable,matter_of_fact,partial,False,918
multiple_damage,moderate,detailed,drop,True,False,not_applicable,matter_of_fact,partial,False,919
multiple_damage,moderate,moderate,drop,True,False,not_applicable,matter_of_fact,partial,False,920
software_issue,moderate,vague,unknown_cause,False,False,not_applicable,matter_of_fact,partial,False,921
multiple_damage,severe,detailed,drop,True,False,not_applicable,matter_of_fact,partial,False,922
screen_shatter,severe,detailed,drop,True,False,False,matter_of_fact,False,False,923
multiple_damage,severe,detailed,drop,True,False,not_applicable,matter_of_fact,partial,False,924
other,moderate,vague,drop,True,False,False,matter_of_fact,partial,False,925
screen_shatter,severe,detailed,drop,True,False,not_applicable,matter_of_fact,partial,False,926
screen_crack,moderate,vague,unknown_cause,True,False,not_applicable,frustrated,partial,False,927
theft,severe,vague,theft,False,False,not_applicable,frustrated,False,True,928
multiple_damage,moderate,moderate,drop,True,False,not_applicable,matter_of_fact,partial,False,929
multiple_damage,moderate,vague,drop,True,False,not_applicable,matter_of_fact,partial,False,930
multiple_damage,severe,moderate,unknown_cause,False,False,not_applicable,frustrated,partial,False,931
screen_crack,moderate,moderate,other,True,False,not_applicable,frustrated,partial,False,932
camera_damage,moderate,moderate,unknown_cause,False,False,not_applicable,matter_of_fact,partial,False,933
multiple_damage,moderate,detailed,drop,True,False,not_applicable,matter_of_fact,partial,False,934
screen_crack,moderate,detailed,drop,True,False,not_applicable,matter_of_fact,partial,False,935
multiple_damage,severe,detailed,drop,True,False,not_applicable,matter_of_fact,False,False,936
multiple_damage,moderate,moderate,drop,True,False,not_applicable,matter_of_fact,partial,False,937
screen_shatter,severe,moderate,crush,False,False,False,matter_of_fact,False,True,938
screen_crack,moderate,moderate,drop,True,False,not_applicable,matter_of_fact,partial,False,939
battery_issue,moderate,vague,unknown_cause,False,True,not_applicable,matter_of_fact,False,False,940
multiple_damage,moderate,moderate,impact,True,False,not_applicable,matter_of_fact,partial,False,941
screen_crack,moderate,detailed,drop,False,False,not_applicable,matter_of_fact,partial,True,942
cosmetic_scratch,minor,vague,unknown_cause,False,False,not_applicable,matter_of_fact,True,False,943
screen_crack,minor,detailed,drop,True,False,not_applicable,matter_of_fact,partial,False,944
multiple_damage,moderate,detailed,drop,True,False,not_applicable,matter_of_fact,partial,False,945
multiple_damage,moderate,detailed,drop,True,False,not_applicable,matter_of_fact,partial,False,946
other,unknown,vague,drop,True,False,False,neutral,unknown,False,947
screen_crack,minor,detailed,drop,True,False,not_applicable,matter_of_fact,partial,False,948
screen_shatter,moderate,moderate,drop,True,False,not_applicable,matter_of_fact,partial,False,949
other,moderate,vague,drop,False,False,not_applicable,matter_of_fact,False,True,950
screen_crack,moderate,detailed,drop,True,False,not_applicable,matter_of_fact,partial,False,951
screen_crack,moderate,moderate,drop,True,False,not_applicable,matter_of_fact,partial,False,952
screen_crack,moderate,moderate,drop,True,False,not_applicable,matter_of_fact,partial,False,953
screen_crack,moderate,moderate,drop,True,False,not_applicable,matter_of_fact,partial,False,954
multiple_damage,moderate,detailed,drop,True,False,not_applicable,matter_of_fact,partial,False,955
screen_crack,minor,detailed,drop,True,False,not_applicable,matter_of_fact,partial,False,956
screen_crack,minor,moderate,drop,True,False,not_applicable,matter_of_fact,partial,False,957
screen_crack,moderate,detailed,drop,True,False,not_applicable,matter_of_fact,partial,False,958
screen_crack,moderate,moderate,drop,True,False,not_applicable,matter_of_fact,partial,False,959
multiple_damage,moderate,vague,impact,True,False,not_applicable,matter_of_fact,partial,True,960
multiple_damage,moderate,moderate,impact,True,False,not_applicable,matter_of_fact,partial,False,961
screen_crack,minor,vague,unknown_cause,False,False,not_applicable,neutral,partial,False,962
screen_crack,moderate,moderate,impact,True,False,False,matter_of_fact,partial,False,963
multiple_damage,moderate,detailed,drop,True,False,not_applicable,matter_of_fact,partial,False,964
multiple_damage,moderate,detailed,drop,True,False,not_applicable,matter_of_fact,partial,False,965
other,moderate,detailed,drop,False,False,not_applicable,matter_of_fact,partial,True,966
screen_crack,moderate,detailed,drop,True,False,not_applicable,matter_of_fact,partial,False,967
screen_shatter,severe,vague,drop,True,False,not_applicable,matter_of_fact,False,False,968
multiple_damage,moderate,moderate,drop,True,False,not_applicable,matter_of_fact,partial,False,969
screen_crack,moderate,moderate,drop,True,False,not_applicable,matter_of_fact,partial,False,970
screen_crack,moderate,detailed,drop,True,False,not_applicable,matter_of_fact,partial,False,971
screen_crack,minor,detailed,drop,True,False,not_applicable,matter_of_fact,partial,False,972
other,moderate,moderate,theft,False,False,not_applicable,matter_of_fact,False,True,973
screen_shatter,moderate,detailed,impact,False,False,not_applicable,matter_of_fact,partial,False,974
screen_shatter,severe,detailed,impact,False,False,not_applicable,matter_of_fact,partial,False,975
screen_shatter,severe,detailed,drop,False,False,not_applicable,matter_of_fact,False,False,976
other,minor,detailed,drop,True,False,not_applicable,matter_of_fact,partial,False,977
multiple_damage,severe,moderate,crush,True,False,not_applicable,frustrated,False,False,978
screen_crack,moderate,moderate,drop,True,False,not_applicable,matter_of_fact,partial,False,979
camera_damage,minor,detailed,drop,True,False,not_applicable,matter_of_fact,partial,False,980
screen_crack,moderate,moderate,drop,True,False,not_applicable,matter_of_fact,partial,False,981
multiple_damage,moderate,moderate,drop,True,False,not_applicable,matter_of_fact,False,False,982
multiple_damage,moderate,detailed,drop,True,False,not_applicable,matter_of_fact,partial,False,983
screen_shatter,severe,moderate,drop,True,False,not_applicable,matter_of_fact,partial,False,984
screen_crack,moderate,detailed,drop,True,False,not_applicable,matter_of_fact,partial,False,985
screen_crack,moderate,detailed,drop,True,False,not_applicable,matter_of_fact,partial,False,986
software_issue,moderate,vague,unknown_cause,False,False,not_applicable,matter_of_fact,partial,True,987
multiple_damage,moderate,moderate,drop,True,False,not_applicable,matter_of_fact,partial,False,988
screen_crack,moderate,moderate,drop,True,False,not_applicable,matter_of_fact,partial,False,989
multiple_damage,severe,detailed,drop,False,False,not_applicable,matter_of_fact,False,True,990
screen_crack,moderate,moderate,drop,True,False,not_applicable,matter_of_fact,partial,False,991
screen_shatter,severe,moderate,drop,True,False,not_applicable,matter_of_fact,False,False,992
multiple_damage,moderate,vague,drop,True,False,not_applicable,frustrated,partial,False,993
battery_issue,moderate,detailed,gradual_wear,False,True,not_applicable,frustrated,partial,False,994
multiple_damage,moderate,detailed,drop,True,False,not_applicable,matter_of_fact,partial,False,995
other,minor,moderate,gradual_wear,False,True,not_applicable,matter_of_fact,partial,False,996
other,minor,moderate,drop,True,False,not_applicable,matter_of_fact,partial,False,997
total_loss,severe,moderate,crush,True,False,not_applicable,matter_of_fact,False,False,998
screen_crack,minor,detailed,drop,True,False,not_applicable,matter_of_fact,partial,False,999
multiple_damage,moderate,moderate,drop,True,False,not_applicable,matter_of_fact,partial,False,1000
multiple_damage,moderate,vague,drop,True,False,not_applicable,matter_of_fact,partial,False,1001
screen_crack,moderate,detailed,drop,True,False,not_applicable,matter_of_fact,partial,False,1002
cosmetic_scratch,minor,detailed,impact,True,False,not_applicable,matter_of_fact,partial,False,1003
screen_crack,moderate,moderate,drop,True,False,not_applicable,matter_of_fact,partial,False,1004
multiple_damage,moderate,moderate,drop,True,False,not_applicable,matter_of_fact,partial,False,1005
total_loss,severe,detailed,drop,False,False,not_applicable,matter_of_fact,False,True,1006
screen_issue,severe,moderate,unknown_cause,False,False,not_applicable,frustrated,partial,False,1007
screen_shatter,moderate,moderate,drop,True,False,False,matter_of_fact,partial,False,1008
multiple_damage,severe,detailed,drop,True,False,not_applicable,matter_of_fact,partial,False,1009
water_damage,moderate,detailed,water,True,False,not_applicable,apologetic,False,True,1010
screen_crack,moderate,moderate,drop,True,False,not_applicable,matter_of_fact,partial,False,1011
screen_crack,minor,moderate,impact,True,False,not_applicable,matter_of_fact,partial,False,1012
screen_crack,severe,vague,crush,True,False,not_applicable,matter_of_fact,partial,False,1013
theft,severe,vague,theft,False,False,not_applicable,matter_of_fact,False,True,1014
multiple_damage,moderate,moderate,impact,False,False,not_applicable,matter_of_fact,partial,True,1015
multiple_damage,moderate,moderate,drop,False,False,not_applicable,matter_of_fact,partial,False,1016
multiple_damage,moderate,vague,drop,True,False,False,frustrated,partial,False,1017
multiple_damage,moderate,moderate,drop,True,False,not_applicable,matter_of_fact,partial,False,1018
screen_crack,severe,moderate,drop,True,False,not_applicable,matter_of_fact,False,False,1019
multiple_damage,severe,vague,drop,True,False,not_applicable,matter_of_fact,partial,False,1020
multiple_damage,moderate,moderate,drop,True,False,not_applicable,matter_of_fact,partial,False,1021
screen_crack,moderate,vague,impact,True,False,not_applicable,matter_of_fact,partial,False,1022
multiple_damage,moderate,moderate,drop,True,False,not_applicable,matter_of_fact,partial,False,1023
multiple_damage,severe,moderate,drop,True,False,not_applicable,matter_of_fact,False,False,1024
multiple_damage,moderate,vague,drop,True,False,not_applicable,matter_of_fact,partial,False,1025
screen_crack,moderate,vague,crush,True,False,not_applicable,matter_of_fact,partial,False,1026
screen_crack,moderate,moderate,drop,True,False,not_applicable,matter_of_fact,partial,False,1027
multiple_damage,severe,detailed,drop,True,False,not_applicable,matter_of_fact,partial,True,1028
software_issue,moderate,detailed,other,False,False,not_applicable,matter_of_fact,partial,False,1029
screen_crack,moderate,moderate,drop,True,False,not_applicable,matter_of_fact,partial,False,1030
multiple_damage,moderate,moderate,drop,True,False,not_applicable,matter_of_fact,partial,False,1031
screen_shatter,severe,detailed,drop,True,False,not_applicable,matter_of_fact,partial,False,1032
screen_crack,minor,vague,drop,True,False,not_applicable,matter_of_fact,partial,False,1033
screen_crack,severe,moderate,unknown_cause,False,False,not_applicable,matter_of_fact,partial,False,1034
screen_damage,severe,detailed,drop,True,False,not_applicable,matter_of_fact,partial,False,1035
theft,severe,moderate,theft,False,False,not_applicable,matter_of_fact,False,True,1036
screen_crack,moderate,detailed,drop,True,False,not_applicable,matter_of_fact,partial,False,1037
multiple_damage,minor,moderate,drop,True,True,not_applicable,matter_of_fact,partial,False,1038
multiple_damage,severe,vague,drop,True,False,not_applicable,matter_of_fact,False,True,1039
multiple_damage,severe,moderate,drop,True,False,not_applicable,matter_of_fact,partial,False,1040
multiple_damage,moderate,moderate,drop,True,False,not_applicable,matter_of_fact,partial,False,1041
screen_crack,moderate,detailed,drop,True,False,not_applicable,matter_of_fact,partial,False,1042
other,severe,vague,unknown_cause,False,False,not_applicable,distressed,False,False,1043
screen_damage,moderate,detailed,drop,True,False,not_applicable,matter_of_fact,partial,False,1044
multiple_damage,moderate,detailed,drop,True,False,not_applicable,matter_of_fact,partial,False,1045
other,moderate,vague,unknown_cause,False,False,not_applicable,neutral,False,False,1046
multiple_damage,moderate,detailed,drop,True,False,not_applicable,matter_of_fact,partial,False,1047
screen_crack,severe,detailed,crush,False,False,not_applicable,matter_of_fact,False,True,1048
multiple_damage,severe,vague,drop,True,False,not_applicable,matter_of_fact,False,False,1049
multiple_damage,severe,detailed,drop,True,False,not_applicable,matter_of_fact,partial,False,1050
screen_crack,moderate,moderate,drop,True,False,False,matter_of_fact,partial,False,1051
screen_crack,minor,detailed,drop,True,False,not_applicable,matter_of_fact,partial,False,1052
screen_shatter,severe,detailed,drop,True,False,not_applicable,matter_of_fact,False,False,1053
screen_damage,severe,moderate,drop,True,False,not_applicable,matter_of_fact,False,False,1054
screen_damage,moderate,vague,unknown_cause,True,False,not_applicable,matter_of_fact,partial,False,1055
multiple_damage,moderate,moderate,drop,True,False,not_applicable,matter_of_fact,partial,False,1056
screen_crack,moderate,vague,drop,True,False,not_applicable,frustrated,partial,False,1057
multiple_damage,moderate,moderate,drop,True,False,not_applicable,matter_of_fact,partial,False,1058
battery_issue,moderate,moderate,unknown_cause,False,True,not_applicable,frustrated,partial,False,1059
screen_crack,moderate,moderate,drop,True,False,not_applicable,matter_of_fact,partial,False,1060
other,moderate,vague,crush,True,False,False,frustrated,False,False,1061
multiple_damage,severe,vague,drop,True,False,not_applicable,matter_of_fact,False,False,1062
screen_crack,moderate,moderate,drop,True,False,not_applicable,matter_of_fact,partial,False,1063
screen_shatter,moderate,vague,drop,True,False,not_applicable,matter_of_fact,partial,True,1064
screen_crack,moderate,moderate,drop,True,False,not_applicable,matter_of_fact,partial,False,1065
theft,severe,detailed,theft,False,False,False,matter_of_fact,False,True,1066
software_issue,moderate,vague,crush,True,False,not_applicable,matter_of_fact,partial,False,1067
theft,severe,detailed,theft,False,False,not_applicable,matter_of_fact,False,True,1068
multiple_damage,moderate,moderate,drop,True,False,not_applicable,matter_of_fact,partial,False,1069
screen_shatter,severe,vague,drop,True,False,not_applicable,frustrated,False,False,1070
screen_crack,minor,moderate,unknown_cause,True,False,not_applicable,frustrated,partial,False,1071
screen_damage,severe,moderate,impact,True,False,not_applicable,matter_of_fact,partial,False,1072
screen_shatter,severe,moderate,drop,True,False,False,matter_of_fact,False,False,1073
multiple_damage,severe,detailed,drop,True,False,not_applicable,matter_of_fact,False,False,1074
theft,severe,moderate,theft,True,False,False,frustrated,False,False,1075
water_damage,moderate,moderate,water,True,False,not_applicable,matter_of_fact,partial,False,1076
screen_crack,minor,moderate,drop,True,False,not_applicable,matter_of_fact,partial,False,1077
screen_crack,minor,vague,drop,True,False,not_applicable,neutral,partial,False,1078
water_damage,severe,moderate,water,False,False,not_applicable,matter_of_fact,False,True,1079
cosmetic_scratch,minor,vague,unknown_cause,True,False,not_applicable,matter_of_fact,True,False,1080
multiple_damage,severe,moderate,drop,True,False,not_applicable,matter_of_fact,False,False,1081
multiple_damage,moderate,moderate,drop,True,False,not_applicable,matter_of_fact,partial,False,1082
screen_crack,moderate,vague,unknown_cause,False,True,not_applicable,matter_of_fact,partial,False,1083
screen_shatter,severe,vague,drop,True,False,False,matter_of_fact,False,False,1084
screen_crack,moderate,detailed,drop,True,False,not_applicable,matter_of_fact,partial,False,1085
screen_shatter,severe,moderate,impact,True,False,not_applicable,matter_of_fact,False,False,1086
multiple_damage,severe,moderate,drop,True,False,not_applicable,matter_of_fact,False,False,1087
screen_crack,moderate,detailed,drop,True,False,not_applicable,matter_of_fact,partial,False,1088
other,moderate,moderate,drop,True,False,not_applicable,matter_of_fact,False,True,1089
screen_crack,moderate,moderate,drop,True,False,not_applicable,neutral,partial,False,1090
screen_crack,moderate,moderate,impact,True,False,not_applicable,matter_of_fact,partial,False,1091
screen_crack,moderate,detailed,drop,True,False,not_applicable,matter_of_fact,partial,False,1092
theft,severe,vague,theft,True,False,False,matter_of_fact,False,False,1093
other,moderate,vague,unknown_cause,True,True,not_applicable,matter_of_fact,False,False,1094
theft,severe,vague,theft,True,False,True,frustrated,False,False,1095
multiple_damage,moderate,moderate,drop,True,False,not_applicable,matter_of_fact,partial,False,1096
multiple_damage,moderate,moderate,water,True,False,not_applicable,matter_of_fact,partial,False,1097
multiple_damage,moderate,moderate,drop,True,False,not_applicable,frustrated,partial,False,1098
screen_shatter,severe,detailed,drop,True,False,not_applicable,matter_of_fact,False,False,1099
multiple_damage,moderate,moderate,crush,True,False,not_applicable,frustrated,partial,False,1100
screen_crack,moderate,detailed,drop,True,False,not_applicable,matter_of_fact,partial,False,1101
screen_damage,moderate,moderate,drop,True,False,not_applicable,matter_of_fact,partial,False,1102
multiple_damage,moderate,vague,drop,True,False,not_applicable,matter_of_fact,partial,False,1103
screen_shatter,severe,moderate,drop,True,False,not_applicable,matter_of_fact,False,False,1104
theft,severe,moderate,theft,False,False,True,matter_of_fact,False,True,1105
screen_issue,minor,vague,unknown_cause,False,True,not_applicable,frustrated,partial,False,1106
multiple_damage,severe,moderate,water,True,False,not_applicable,matter_of_fact,False,False,1107
battery_issue,severe,moderate,other,True,False,not_applicable,distressed,partial,False,1108
other,moderate,vague,drop,True,False,not_applicable,matter_of_fact,False,False,1109
multiple_damage,moderate,moderate,drop,True,False,not_applicable,matter_of_fact,partial,False,1110
water_damage,moderate,moderate,water,True,False,not_applicable,matter_of_fact,partial,False,1111
battery_issue,moderate,vague,gradual_wear,False,True,not_applicable,matter_of_fact,partial,False,1112
multiple_damage,moderate,detailed,unknown_cause,False,True,not_applicable,neutral,partial,False,1113
multiple_damage,severe,moderate,drop,True,False,False,matter_of_fact,False,False,1114
screen_crack,moderate,vague,unknown_cause,True,False,not_applicable,matter_of_fact,partial,False,1115
screen_crack,moderate,detailed,drop,True,False,not_applicable,matter_of_fact,partial,False,1116
screen_crack,moderate,moderate,unknown_cause,False,False,not_applicable,matter_of_fact,partial,False,1117
screen_crack,moderate,moderate,drop,True,False,not_applicable,matter_of_fact,partial,False,1118
multiple_damage,severe,detailed,drop,True,False,not_applicable,matter_of_fact,partial,False,1119
screen_crack,moderate,moderate,drop,True,False,not_applicable,matter_of_fact,partial,False,1120
multiple_damage,severe,moderate,impact,False,False,not_applicable,matter_of_fact,False,True,1121
screen_crack,severe,moderate,drop,True,False,not_applicable,matter_of_fact,False,False,1122
screen_crack,moderate,vague,drop,True,False,not_applicable,matter_of_fact,partial,False,1123
total_loss,severe,vague,drop,True,False,not_applicable,matter_of_fact,False,False,1124
screen_damage,minor,vague,unknown_cause,False,True,not_applicable,matter_of_fact,partial,False,1125
screen_crack,moderate,moderate,drop,True,False,not_applicable,matter_of_fact,partial,False,1126
theft,severe,moderate,theft,True,False,False,matter_of_fact,False,True,1127
water_damage,moderate,detailed,water,True,False,not_applicable,matter_of_fact,partial,False,1128
screen_damage,moderate,vague,drop,True,False,not_applicable,frustrated,partial,False,1129
multiple_damage,moderate,moderate,drop,True,False,not_applicable,matter_of_fact,partial,False,1130
multiple_damage,severe,moderate,drop,True,False,not_applicable,matter_of_fact,partial,False,1131
theft,severe,vague,theft,False,False,not_applicable,distressed,False,True,1132
screen_crack,moderate,vague,drop,True,False,not_applicable,matter_of_fact,partial,False,1133
screen_crack,moderate,moderate,crush,True,False,not_applicable,matter_of_fact,partial,False,1134
screen_crack,moderate,moderate,drop,True,False,not_applicable,matter_of_fact,partial,False,1135
